invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Hour,Total,Day_of_Week,Month,Year,Week
7753,WALM032,Tyler,Home and lifestyle,66.0,3.0,2022-01-12,19:35:00,Credit card,7.0,0.48,19,198.0,Wednesday,1,2022,2
7754,WALM087,Waxahachie,Fashion accessories,44.0,1.0,2021-12-23,17:59:00,Credit card,5.0,0.33,17,44.0,Thursday,12,2021,51
7755,WALM046,Temple,Home and lifestyle,63.0,1.0,2021-11-22,18:07:00,Credit card,7.0,0.48,18,63.0,Monday,11,2021,47
7756,WALM030,Richardson,Fashion accessories,53.0,3.0,2022-11-21,16:31:00,Credit card,7.0,0.48,16,159.0,Monday,11,2022,47
7757,WALM074,Weslaco,Home and lifestyle,49.0,1.0,2022-11-12,20:04:00,Credit card,7.0,0.33,20,49.0,Saturday,11,2022,45
7758,WALM009,Plano,Fashion accessories,61.0,1.0,2022-11-30,20:39:00,Credit card,6.0,0.48,20,61.0,Wednesday,11,2022,48
7759,WALM069,Rockwall,Home and lifestyle,66.0,3.0,2020-01-12,20:56:00,Credit card,3.0,0.33,20,198.0,Sunday,1,2020,2
7760,WALM054,Sherman,Fashion accessories,79.0,1.0,2022-11-20,17:27:00,Credit card,6.0,0.21,17,79.0,Sunday,11,2022,46
7761,WALM069,Rockwall,Home and lifestyle,72.0,2.0,2022-11-18,16:31:00,Credit card,4.0,0.33,16,144.0,Friday,11,2022,46
7762,WALM009,Plano,Fashion accessories,24.0,2.0,2021-11-17,15:06:00,Credit card,3.0,0.48,15,48.0,Wednesday,11,2021,46
7763,WALM069,Rockwall,Home and lifestyle,46.0,3.0,2020-12-11,18:21:00,Credit card,7.0,0.33,18,138.0,Friday,12,2020,50
7764,WALM087,Waxahachie,Fashion accessories,51.0,1.0,2022-11-30,18:10:00,Credit card,6.0,0.33,18,51.0,Wednesday,11,2022,48
7765,WALM032,Tyler,Home and lifestyle,23.0,1.0,2022-11-18,19:46:00,Credit card,3.0,0.48,19,23.0,Friday,11,2022,46
7766,WALM056,Rowlett,Fashion accessories,85.0,1.0,2020-11-23,18:12:00,Credit card,7.0,0.33,18,85.0,Monday,11,2020,48
7767,WALM065,Texas City,Home and lifestyle,72.0,1.0,2023-02-11,15:55:00,Credit card,7.0,0.33,15,72.0,Saturday,2,2023,6
7768,WALM035,San Angelo,Fashion accessories,15.0,1.0,2021-11-30,18:33:00,Credit card,7.0,0.48,18,15.0,Tuesday,11,2021,48
7769,WALM069,Rockwall,Home and lifestyle,77.0,3.0,2023-11-26,20:52:00,Credit card,7.0,0.33,20,231.0,Sunday,11,2023,47
7770,WALM073,Seguin,Fashion accessories,15.0,2.0,2022-11-26,19:13:00,Credit card,3.0,0.33,19,30.0,Saturday,11,2022,47
7771,WALM075,San Marcos,Home and lifestyle,35.0,2.0,2020-11-19,15:52:00,Credit card,7.0,0.33,15,70.0,Thursday,11,2020,47
7772,WALM035,San Angelo,Fashion accessories,54.0,3.0,2020-11-14,19:13:00,Credit card,4.0,0.48,19,162.0,Saturday,11,2020,46
7773,WALM074,Weslaco,Home and lifestyle,77.0,2.0,2020-11-23,18:37:00,Credit card,4.0,0.33,18,154.0,Monday,11,2020,48
7774,WALM089,Southlake,Fashion accessories,77.0,1.0,2020-12-17,16:49:00,Credit card,5.0,0.33,16,77.0,Thursday,12,2020,51
7775,WALM003,San Antonio,Home and lifestyle,33.0,1.0,2023-12-27,19:31:00,Credit card,5.0,0.48,19,33.0,Wednesday,12,2023,52
7776,WALM050,Victoria,Fashion accessories,81.0,3.0,2023-02-12,17:20:00,Ewallet,3.0,0.48,17,243.0,Sunday,2,2023,6
7777,WALM058,Port Arthur,Home and lifestyle,41.0,3.0,2021-03-11,16:38:00,Credit card,7.0,0.33,16,123.0,Thursday,3,2021,10
7778,WALM046,Temple,Fashion accessories,71.0,1.0,2022-12-18,20:20:00,Credit card,7.0,0.48,20,71.0,Sunday,12,2022,50
7779,WALM074,Weslaco,Home and lifestyle,49.0,2.0,2021-12-30,17:50:00,Credit card,5.0,0.33,17,98.0,Thursday,12,2021,52
7780,WALM086,Rosenberg,Fashion accessories,31.0,2.0,2020-11-30,18:49:00,Credit card,5.0,0.33,18,62.0,Monday,11,2020,49
7781,WALM099,Weatherford,Home and lifestyle,62.0,2.0,2022-12-19,16:44:00,Credit card,4.0,0.18,16,124.0,Monday,12,2022,51
7782,WALM089,Southlake,Fashion accessories,65.0,1.0,2022-07-11,20:38:00,Credit card,5.0,0.33,20,65.0,Monday,7,2022,28
7783,WALM050,Victoria,Home and lifestyle,67.0,1.0,2021-12-12,16:01:00,Ewallet,3.0,0.48,16,67.0,Sunday,12,2021,49
7784,WALM069,Rockwall,Fashion accessories,83.0,2.0,2021-12-16,16:20:00,Credit card,5.0,0.33,16,166.0,Thursday,12,2021,50
7785,WALM056,Rowlett,Home and lifestyle,23.0,1.0,2021-12-17,19:46:00,Credit card,4.0,0.33,19,23.0,Friday,12,2021,50
7786,WALM065,Texas City,Fashion accessories,45.0,3.0,2023-08-11,20:09:00,Credit card,7.0,0.33,20,135.0,Friday,8,2023,32
7787,WALM074,Weslaco,Home and lifestyle,40.0,3.0,2021-11-14,17:58:00,Credit card,6.0,0.33,17,120.0,Sunday,11,2021,45
7788,WALM054,Sherman,Fashion accessories,78.0,2.0,2023-12-17,17:51:00,Credit card,4.0,0.21,17,156.0,Sunday,12,2023,50
7789,WALM065,Texas City,Home and lifestyle,35.0,1.0,2021-02-12,19:47:00,Credit card,3.0,0.33,19,35.0,Friday,2,2021,6
7790,WALM046,Temple,Fashion accessories,39.0,3.0,2022-09-11,20:22:00,Credit card,7.0,0.48,20,117.0,Sunday,9,2022,36
7791,WALM038,Sugar Land,Home and lifestyle,52.0,3.0,2021-12-22,19:25:00,Credit card,6.0,0.48,19,156.0,Wednesday,12,2021,51
7792,WALM009,Plano,Fashion accessories,64.0,3.0,2020-11-21,20:19:00,Credit card,4.0,0.48,20,192.0,Saturday,11,2020,47
7793,WALM082,Weslaco,Home and lifestyle,79.0,3.0,2021-11-11,15:45:00,Credit card,5.0,0.33,15,237.0,Thursday,11,2021,45
7794,WALM032,Tyler,Fashion accessories,23.0,3.0,2022-02-12,20:29:00,Credit card,4.0,0.48,20,69.0,Saturday,2,2022,6
7795,WALM032,Tyler,Home and lifestyle,55.0,2.0,2022-12-17,17:22:00,Credit card,7.0,0.48,17,110.0,Saturday,12,2022,50
7796,WALM009,Plano,Fashion accessories,59.0,3.0,2023-12-18,19:27:00,Credit card,3.0,0.48,19,177.0,Monday,12,2023,51
7797,WALM065,Texas City,Home and lifestyle,24.0,1.0,2021-02-12,19:46:00,Credit card,4.0,0.33,19,24.0,Friday,2,2021,6
7798,WALM056,Rowlett,Fashion accessories,60.0,3.0,2021-12-25,20:05:00,Credit card,4.0,0.33,20,180.0,Saturday,12,2021,51
7799,WALM075,San Marcos,Home and lifestyle,17.0,3.0,2021-12-16,15:51:00,Credit card,3.0,0.33,15,51.0,Thursday,12,2021,50
7800,WALM003,San Antonio,Fashion accessories,36.0,1.0,2022-11-16,16:03:00,Credit card,3.0,0.48,16,36.0,Wednesday,11,2022,46
7801,WALM075,San Marcos,Home and lifestyle,74.0,3.0,2020-11-12,20:47:00,Credit card,3.0,0.33,20,222.0,Thursday,11,2020,46
7802,WALM084,Schertz,Fashion accessories,62.0,2.0,2020-03-12,16:16:00,Credit card,3.0,0.33,16,124.0,Thursday,3,2020,11
7803,WALM046,Temple,Home and lifestyle,45.0,2.0,2022-12-14,17:18:00,Credit card,7.0,0.48,17,90.0,Wednesday,12,2022,50
7804,WALM086,Rosenberg,Fashion accessories,24.0,3.0,2023-12-27,18:38:00,Credit card,6.0,0.33,18,72.0,Wednesday,12,2023,52
7805,WALM055,Waxahachie,Home and lifestyle,42.0,1.0,2023-12-29,17:47:00,Credit card,3.0,0.33,17,42.0,Friday,12,2023,52
7806,WALM056,Rowlett,Fashion accessories,50.0,2.0,2023-03-12,19:46:00,Credit card,4.0,0.33,19,100.0,Sunday,3,2023,10
7807,WALM073,Seguin,Home and lifestyle,83.0,2.0,2022-01-11,15:03:00,Credit card,6.0,0.33,15,166.0,Tuesday,1,2022,2
7808,WALM065,Texas City,Fashion accessories,71.0,3.0,2022-11-19,20:18:00,Credit card,5.0,0.33,20,213.0,Saturday,11,2022,46
7809,WALM009,Plano,Home and lifestyle,61.0,3.0,2023-11-15,16:41:00,Credit card,4.0,0.48,16,183.0,Wednesday,11,2023,46
7810,WALM055,Waxahachie,Fashion accessories,41.0,3.0,2021-12-16,18:41:00,Credit card,5.0,0.33,18,123.0,Thursday,12,2021,50
7811,WALM046,Temple,Home and lifestyle,40.0,3.0,2022-11-16,17:42:00,Credit card,3.0,0.48,17,120.0,Wednesday,11,2022,46
7812,WALM058,Port Arthur,Fashion accessories,76.0,1.0,2023-11-17,18:00:00,Credit card,5.0,0.33,18,76.0,Friday,11,2023,46
7813,WALM003,San Antonio,Home and lifestyle,45.0,3.0,2020-11-12,18:27:00,Credit card,6.0,0.48,18,135.0,Thursday,11,2020,46
7814,WALM084,Schertz,Fashion accessories,24.0,3.0,2020-12-22,19:45:00,Credit card,3.0,0.33,19,72.0,Tuesday,12,2020,52
7815,WALM055,Waxahachie,Home and lifestyle,31.0,2.0,2022-07-11,17:17:00,Credit card,6.0,0.33,17,62.0,Monday,7,2022,28
7816,WALM087,Waxahachie,Fashion accessories,21.0,1.0,2020-03-11,17:37:00,Credit card,4.0,0.33,17,21.0,Wednesday,3,2020,11
7817,WALM025,Waco,Home and lifestyle,51.0,3.0,2020-08-12,20:40:00,Credit card,6.0,0.48,20,153.0,Wednesday,8,2020,33
7818,WALM065,Texas City,Fashion accessories,31.0,1.0,2021-11-29,20:26:00,Credit card,3.0,0.33,20,31.0,Monday,11,2021,48
7819,WALM087,Waxahachie,Home and lifestyle,32.0,2.0,2022-12-23,16:23:00,Credit card,4.0,0.33,16,64.0,Friday,12,2022,51
7820,WALM089,Southlake,Fashion accessories,58.0,2.0,2023-11-25,15:34:00,Credit card,5.0,0.33,15,116.0,Saturday,11,2023,47
7821,WALM084,Schertz,Home and lifestyle,32.0,3.0,2021-07-11,19:31:00,Credit card,5.0,0.33,19,96.0,Sunday,7,2021,27
7822,WALM032,Tyler,Fashion accessories,76.0,2.0,2022-11-25,17:54:00,Credit card,4.0,0.48,17,152.0,Friday,11,2022,47
7823,WALM030,Richardson,Home and lifestyle,20.0,2.0,2022-11-28,17:43:00,Credit card,5.0,0.48,17,40.0,Monday,11,2022,48
7824,WALM054,Sherman,Fashion accessories,46.0,2.0,2023-01-12,16:30:00,Credit card,4.0,0.21,16,92.0,Thursday,1,2023,2
7825,WALM099,Weatherford,Home and lifestyle,59.0,3.0,2022-11-20,19:37:00,Credit card,7.0,0.18,19,177.0,Sunday,11,2022,46
7826,WALM054,Sherman,Fashion accessories,77.0,2.0,2023-11-11,19:32:00,Credit card,4.0,0.21,19,154.0,Saturday,11,2023,45
7827,WALM046,Temple,Home and lifestyle,22.0,2.0,2023-10-11,15:29:00,Credit card,7.0,0.48,15,44.0,Wednesday,10,2023,41
7828,WALM054,Sherman,Fashion accessories,38.0,3.0,2020-02-11,18:48:00,Credit card,7.0,0.21,18,114.0,Tuesday,2,2020,7
7829,WALM099,Weatherford,Home and lifestyle,68.0,2.0,2021-12-15,18:44:00,Credit card,7.0,0.18,18,136.0,Wednesday,12,2021,50
7830,WALM058,Port Arthur,Fashion accessories,50.0,3.0,2022-08-12,17:14:00,Credit card,5.0,0.33,17,150.0,Friday,8,2022,32
7831,WALM056,Rowlett,Home and lifestyle,37.0,2.0,2021-12-20,18:28:00,Credit card,3.0,0.33,18,74.0,Monday,12,2021,51
7832,WALM084,Schertz,Fashion accessories,71.0,3.0,2020-11-29,18:31:00,Credit card,5.0,0.33,18,213.0,Sunday,11,2020,48
7833,WALM030,Richardson,Home and lifestyle,53.0,1.0,2023-11-16,19:32:00,Credit card,5.0,0.48,19,53.0,Thursday,11,2023,46
7834,WALM035,San Angelo,Fashion accessories,27.0,3.0,2022-12-26,18:30:00,Credit card,3.0,0.48,18,81.0,Monday,12,2022,52
7835,WALM029,Round Rock,Home and lifestyle,68.0,1.0,2022-02-11,15:16:00,Credit card,4.0,0.48,15,68.0,Friday,2,2022,6
7836,WALM065,Texas City,Fashion accessories,23.0,1.0,2023-01-12,19:04:00,Credit card,3.0,0.33,19,23.0,Thursday,1,2023,2
7837,WALM054,Sherman,Home and lifestyle,45.0,1.0,2020-12-23,18:25:00,Credit card,6.0,0.21,18,45.0,Wednesday,12,2020,52
7838,WALM030,Richardson,Fashion accessories,55.0,3.0,2021-11-20,15:22:00,Credit card,4.0,0.48,15,165.0,Saturday,11,2021,46
7839,WALM003,San Antonio,Home and lifestyle,84.0,3.0,2021-12-31,15:10:00,Credit card,4.0,0.48,15,252.0,Friday,12,2021,52
7840,WALM086,Rosenberg,Fashion accessories,26.0,3.0,2022-11-13,15:28:00,Credit card,4.0,0.33,15,78.0,Sunday,11,2022,45
7841,WALM035,San Angelo,Home and lifestyle,60.0,3.0,2021-12-28,16:48:00,Credit card,7.0,0.48,16,180.0,Tuesday,12,2021,52
7842,WALM084,Schertz,Fashion accessories,24.0,1.0,2021-11-20,17:55:00,Credit card,5.0,0.33,17,24.0,Saturday,11,2021,46
7843,WALM099,Weatherford,Home and lifestyle,54.0,3.0,2023-12-24,19:44:00,Credit card,6.0,0.18,19,162.0,Sunday,12,2023,51
7844,WALM086,Rosenberg,Fashion accessories,85.0,1.0,2021-12-25,20:11:00,Credit card,5.0,0.33,20,85.0,Saturday,12,2021,51
7845,WALM089,Southlake,Home and lifestyle,66.0,1.0,2020-08-11,18:39:00,Credit card,4.0,0.33,18,66.0,Tuesday,8,2020,33
7846,WALM009,Plano,Fashion accessories,42.0,2.0,2023-02-11,15:10:00,Credit card,5.0,0.48,15,84.0,Saturday,2,2023,6
7847,WALM089,Southlake,Home and lifestyle,59.0,3.0,2020-12-15,19:32:00,Credit card,5.0,0.33,19,177.0,Tuesday,12,2020,51
7848,WALM073,Seguin,Fashion accessories,50.0,1.0,2023-12-26,17:18:00,Credit card,3.0,0.33,17,50.0,Tuesday,12,2023,52
7849,WALM038,Sugar Land,Home and lifestyle,41.0,3.0,2023-11-28,19:18:00,Credit card,4.0,0.48,19,123.0,Tuesday,11,2023,48
7850,WALM069,Rockwall,Fashion accessories,58.0,2.0,2023-12-25,19:33:00,Credit card,7.0,0.33,19,116.0,Monday,12,2023,52
7851,WALM029,Round Rock,Home and lifestyle,23.0,1.0,2023-12-16,17:11:00,Credit card,6.0,0.48,17,23.0,Saturday,12,2023,50
7852,WALM029,Round Rock,Fashion accessories,49.0,2.0,2022-11-25,18:03:00,Credit card,4.0,0.48,18,98.0,Friday,11,2022,47
7853,WALM086,Rosenberg,Home and lifestyle,20.0,2.0,2020-11-13,17:04:00,Credit card,4.0,0.33,17,40.0,Friday,11,2020,46
7854,WALM089,Southlake,Fashion accessories,44.0,1.0,2020-12-22,18:50:00,Credit card,7.0,0.33,18,44.0,Tuesday,12,2020,52
7855,WALM075,San Marcos,Home and lifestyle,71.0,2.0,2020-12-13,15:09:00,Credit card,4.0,0.33,15,142.0,Sunday,12,2020,50
7856,WALM050,Victoria,Fashion accessories,25.0,3.0,2020-11-19,15:08:00,Ewallet,4.0,0.48,15,75.0,Thursday,11,2020,47
7857,WALM025,Waco,Home and lifestyle,19.0,3.0,2020-12-24,16:18:00,Credit card,3.0,0.48,16,57.0,Thursday,12,2020,52
7858,WALM030,Richardson,Fashion accessories,18.0,1.0,2021-06-11,17:11:00,Credit card,7.0,0.48,17,18.0,Friday,6,2021,23
7859,WALM025,Waco,Home and lifestyle,34.0,3.0,2021-11-12,18:13:00,Credit card,7.0,0.48,18,102.0,Friday,11,2021,45
7860,WALM054,Sherman,Fashion accessories,85.0,2.0,2020-12-21,18:10:00,Credit card,5.0,0.21,18,170.0,Monday,12,2020,52
7861,WALM009,Plano,Home and lifestyle,20.0,1.0,2022-12-25,20:47:00,Credit card,3.0,0.48,20,20.0,Sunday,12,2022,51
7862,WALM050,Victoria,Fashion accessories,44.0,3.0,2021-10-11,20:32:00,Ewallet,5.0,0.48,20,132.0,Monday,10,2021,41
7863,WALM054,Sherman,Home and lifestyle,40.0,2.0,2020-12-23,16:16:00,Credit card,5.0,0.21,16,80.0,Wednesday,12,2020,52
7864,WALM038,Sugar Land,Fashion accessories,25.0,3.0,2023-09-12,20:14:00,Credit card,6.0,0.48,20,75.0,Tuesday,9,2023,37
7865,WALM065,Texas City,Home and lifestyle,20.0,3.0,2021-11-29,17:38:00,Credit card,3.0,0.33,17,60.0,Monday,11,2021,48
7866,WALM003,San Antonio,Fashion accessories,37.0,3.0,2021-02-12,19:12:00,Credit card,6.0,0.48,19,111.0,Friday,2,2021,6
7867,WALM003,San Antonio,Home and lifestyle,16.0,1.0,2023-04-12,16:17:00,Credit card,6.0,0.48,16,16.0,Wednesday,4,2023,15
7868,WALM054,Sherman,Fashion accessories,41.0,1.0,2023-11-15,17:44:00,Credit card,6.0,0.21,17,41.0,Wednesday,11,2023,46
7869,WALM084,Schertz,Home and lifestyle,32.0,1.0,2022-07-11,18:48:00,Credit card,6.0,0.33,18,32.0,Monday,7,2022,28
7870,WALM087,Waxahachie,Fashion accessories,81.0,1.0,2020-11-20,18:24:00,Credit card,4.0,0.33,18,81.0,Friday,11,2020,47
7871,WALM074,Weslaco,Home and lifestyle,18.0,3.0,2021-11-16,17:13:00,Credit card,4.0,0.33,17,54.0,Tuesday,11,2021,46
7872,WALM074,Weslaco,Fashion accessories,63.0,1.0,2022-11-19,17:59:00,Credit card,7.0,0.33,17,63.0,Saturday,11,2022,46
7873,WALM084,Schertz,Home and lifestyle,64.0,3.0,2020-01-12,15:59:00,Credit card,7.0,0.33,15,192.0,Sunday,1,2020,2
7874,WALM058,Port Arthur,Fashion accessories,76.0,1.0,2022-12-24,16:38:00,Credit card,6.0,0.33,16,76.0,Saturday,12,2022,51
7875,WALM089,Southlake,Home and lifestyle,78.0,3.0,2023-09-12,18:33:00,Credit card,6.0,0.33,18,234.0,Tuesday,9,2023,37
7876,WALM087,Waxahachie,Fashion accessories,25.0,2.0,2023-04-11,15:02:00,Credit card,7.0,0.33,15,50.0,Tuesday,4,2023,15
7877,WALM084,Schertz,Home and lifestyle,40.0,1.0,2022-11-12,17:50:00,Credit card,7.0,0.33,17,40.0,Saturday,11,2022,45
7878,WALM032,Tyler,Fashion accessories,22.0,3.0,2023-12-13,19:20:00,Credit card,7.0,0.48,19,66.0,Wednesday,12,2023,50
7879,WALM082,Weslaco,Home and lifestyle,81.0,1.0,2022-12-23,16:03:00,Credit card,6.0,0.33,16,81.0,Friday,12,2022,51
7880,WALM084,Schertz,Fashion accessories,18.0,3.0,2023-12-26,20:13:00,Credit card,7.0,0.33,20,54.0,Tuesday,12,2023,52
7881,WALM069,Rockwall,Home and lifestyle,16.0,2.0,2021-12-27,16:18:00,Credit card,5.0,0.33,16,32.0,Monday,12,2021,52
7882,WALM056,Rowlett,Fashion accessories,58.0,1.0,2020-12-26,15:56:00,Credit card,7.0,0.33,15,58.0,Saturday,12,2020,52
7883,WALM054,Sherman,Home and lifestyle,55.0,3.0,2023-01-12,20:14:00,Credit card,4.0,0.21,20,165.0,Thursday,1,2023,2
7884,WALM084,Schertz,Fashion accessories,35.0,2.0,2020-11-27,15:25:00,Credit card,6.0,0.33,15,70.0,Friday,11,2020,48
7885,WALM050,Victoria,Home and lifestyle,66.0,3.0,2021-08-11,17:45:00,Ewallet,3.0,0.48,17,198.0,Wednesday,8,2021,32
7886,WALM050,Victoria,Fashion accessories,33.0,2.0,2022-12-31,15:32:00,Ewallet,3.0,0.48,15,66.0,Saturday,12,2022,52
7887,WALM074,Weslaco,Home and lifestyle,50.0,2.0,2020-12-22,18:48:00,Credit card,4.0,0.33,18,100.0,Tuesday,12,2020,52
7888,WALM025,Waco,Fashion accessories,50.0,2.0,2023-11-27,15:04:00,Credit card,3.0,0.48,15,100.0,Monday,11,2023,48
7889,WALM056,Rowlett,Home and lifestyle,44.0,3.0,2021-11-28,15:38:00,Credit card,6.0,0.33,15,132.0,Sunday,11,2021,47
7890,WALM009,Plano,Fashion accessories,47.0,1.0,2021-11-26,17:49:00,Credit card,7.0,0.48,17,47.0,Friday,11,2021,47
7891,WALM074,Weslaco,Home and lifestyle,63.0,1.0,2021-01-12,19:52:00,Credit card,3.0,0.33,19,63.0,Tuesday,1,2021,2
7892,WALM029,Round Rock,Fashion accessories,54.0,2.0,2023-10-11,18:13:00,Credit card,4.0,0.48,18,108.0,Wednesday,10,2023,41
7893,WALM038,Sugar Land,Home and lifestyle,31.0,1.0,2020-07-12,18:25:00,Credit card,3.0,0.48,18,31.0,Sunday,7,2020,28
7894,WALM029,Round Rock,Fashion accessories,73.0,3.0,2020-11-13,18:37:00,Credit card,7.0,0.48,18,219.0,Friday,11,2020,46
7895,WALM084,Schertz,Home and lifestyle,55.0,1.0,2022-05-12,18:42:00,Credit card,6.0,0.33,18,55.0,Thursday,5,2022,19
7896,WALM054,Sherman,Fashion accessories,61.0,2.0,2020-12-15,19:21:00,Credit card,5.0,0.21,19,122.0,Tuesday,12,2020,51
7897,WALM030,Richardson,Home and lifestyle,57.0,1.0,2020-11-24,18:37:00,Credit card,4.0,0.48,18,57.0,Tuesday,11,2020,48
7898,WALM029,Round Rock,Fashion accessories,18.0,1.0,2023-11-22,18:28:00,Credit card,5.0,0.48,18,18.0,Wednesday,11,2023,47
7899,WALM032,Tyler,Home and lifestyle,23.0,3.0,2023-11-21,17:43:00,Credit card,4.0,0.48,17,69.0,Tuesday,11,2023,47
7900,WALM074,Weslaco,Fashion accessories,25.0,3.0,2022-12-14,15:37:00,Credit card,7.0,0.33,15,75.0,Wednesday,12,2022,50
7901,WALM089,Southlake,Home and lifestyle,22.0,3.0,2022-12-20,18:30:00,Credit card,4.0,0.33,18,66.0,Tuesday,12,2022,51
7902,WALM029,Round Rock,Fashion accessories,26.0,1.0,2020-06-11,15:10:00,Credit card,3.0,0.48,15,26.0,Thursday,6,2020,24
7903,WALM032,Tyler,Home and lifestyle,20.0,1.0,2020-06-11,16:22:00,Credit card,6.0,0.48,16,20.0,Thursday,6,2020,24
7904,WALM089,Southlake,Fashion accessories,25.0,1.0,2022-12-13,15:42:00,Credit card,7.0,0.33,15,25.0,Tuesday,12,2022,50
7905,WALM075,San Marcos,Home and lifestyle,19.0,3.0,2023-11-22,20:22:00,Credit card,6.0,0.33,20,57.0,Wednesday,11,2023,47
7906,WALM073,Seguin,Fashion accessories,38.0,1.0,2022-05-11,17:10:00,Credit card,5.0,0.33,17,38.0,Wednesday,5,2022,19
7907,WALM089,Southlake,Home and lifestyle,20.0,1.0,2020-03-11,19:55:00,Credit card,5.0,0.33,19,20.0,Wednesday,3,2020,11
7908,WALM065,Texas City,Fashion accessories,82.0,3.0,2020-12-16,16:19:00,Credit card,6.0,0.33,16,246.0,Wednesday,12,2020,51
7909,WALM035,San Angelo,Home and lifestyle,34.0,1.0,2023-11-11,17:09:00,Credit card,6.0,0.48,17,34.0,Saturday,11,2023,45
7910,WALM074,Weslaco,Fashion accessories,18.0,3.0,2020-12-28,17:07:00,Credit card,7.0,0.33,17,54.0,Monday,12,2020,53
7911,WALM032,Tyler,Home and lifestyle,76.0,3.0,2022-01-11,15:28:00,Credit card,4.0,0.48,15,228.0,Tuesday,1,2022,2
7912,WALM038,Sugar Land,Fashion accessories,77.0,3.0,2023-11-29,17:15:00,Credit card,3.0,0.48,17,231.0,Wednesday,11,2023,48
7913,WALM046,Temple,Home and lifestyle,48.0,2.0,2020-11-12,18:31:00,Credit card,4.0,0.48,18,96.0,Thursday,11,2020,46
7914,WALM046,Temple,Fashion accessories,69.0,3.0,2020-10-11,21:00:00,Credit card,3.0,0.48,21,207.0,Sunday,10,2020,41
7915,WALM054,Sherman,Home and lifestyle,63.0,2.0,2023-03-12,19:17:00,Credit card,4.0,0.21,19,126.0,Sunday,3,2023,10
7916,WALM089,Southlake,Fashion accessories,74.0,3.0,2020-11-28,17:36:00,Credit card,3.0,0.33,17,222.0,Saturday,11,2020,48
7917,WALM082,Weslaco,Home and lifestyle,43.0,1.0,2020-11-27,15:08:00,Credit card,7.0,0.33,15,43.0,Friday,11,2020,48
7918,WALM086,Rosenberg,Fashion accessories,55.0,1.0,2020-11-25,20:54:00,Credit card,5.0,0.33,20,55.0,Wednesday,11,2020,48
7919,WALM035,San Angelo,Home and lifestyle,63.0,1.0,2022-10-12,15:57:00,Credit card,6.0,0.48,15,63.0,Wednesday,10,2022,41
7920,WALM055,Waxahachie,Fashion accessories,55.0,1.0,2020-12-26,16:22:00,Credit card,4.0,0.33,16,55.0,Saturday,12,2020,52
7921,WALM087,Waxahachie,Home and lifestyle,56.0,2.0,2021-11-12,19:21:00,Credit card,5.0,0.33,19,112.0,Friday,11,2021,45
7922,WALM046,Temple,Fashion accessories,62.0,2.0,2020-02-12,15:39:00,Credit card,7.0,0.48,15,124.0,Wednesday,2,2020,7
7923,WALM030,Richardson,Home and lifestyle,71.0,2.0,2020-11-28,15:06:00,Credit card,6.0,0.48,15,142.0,Saturday,11,2020,48
7924,WALM073,Seguin,Fashion accessories,85.0,3.0,2022-12-14,16:44:00,Credit card,3.0,0.33,16,255.0,Wednesday,12,2022,50
7925,WALM025,Waco,Home and lifestyle,40.0,3.0,2020-11-18,17:35:00,Credit card,5.0,0.48,17,120.0,Wednesday,11,2020,47
7926,WALM029,Round Rock,Fashion accessories,25.0,3.0,2023-12-17,18:57:00,Credit card,6.0,0.48,18,75.0,Sunday,12,2023,50
7927,WALM089,Southlake,Home and lifestyle,44.0,1.0,2023-01-12,16:31:00,Credit card,7.0,0.33,16,44.0,Thursday,1,2023,2
7928,WALM075,San Marcos,Fashion accessories,32.0,3.0,2020-12-20,19:40:00,Credit card,5.0,0.33,19,96.0,Sunday,12,2020,51
7929,WALM038,Sugar Land,Home and lifestyle,22.0,2.0,2020-05-12,20:06:00,Credit card,6.0,0.48,20,44.0,Tuesday,5,2020,20
7930,WALM025,Waco,Fashion accessories,19.0,1.0,2020-11-14,16:21:00,Credit card,7.0,0.48,16,19.0,Saturday,11,2020,46
7931,WALM050,Victoria,Home and lifestyle,46.0,2.0,2020-11-12,16:33:00,Ewallet,3.0,0.48,16,92.0,Thursday,11,2020,46
7932,WALM032,Tyler,Fashion accessories,73.0,3.0,2021-11-27,19:50:00,Credit card,4.0,0.48,19,219.0,Saturday,11,2021,47
7933,WALM086,Rosenberg,Home and lifestyle,70.0,1.0,2022-12-16,16:40:00,Credit card,5.0,0.33,16,70.0,Friday,12,2022,50
7934,WALM032,Tyler,Fashion accessories,46.0,3.0,2021-01-11,17:18:00,Credit card,5.0,0.48,17,138.0,Monday,1,2021,2
7935,WALM086,Rosenberg,Home and lifestyle,60.0,3.0,2023-11-22,15:12:00,Credit card,4.0,0.33,15,180.0,Wednesday,11,2023,47
7936,WALM050,Victoria,Fashion accessories,55.0,1.0,2022-11-18,18:43:00,Ewallet,3.0,0.48,18,55.0,Friday,11,2022,46
7937,WALM035,San Angelo,Home and lifestyle,45.0,3.0,2021-08-11,20:14:00,Credit card,7.0,0.48,20,135.0,Wednesday,8,2021,32
7938,WALM065,Texas City,Fashion accessories,20.0,2.0,2023-12-13,15:25:00,Credit card,5.0,0.33,15,40.0,Wednesday,12,2023,50
7939,WALM084,Schertz,Home and lifestyle,16.0,2.0,2021-12-17,16:37:00,Credit card,5.0,0.33,16,32.0,Friday,12,2021,50
7940,WALM058,Port Arthur,Fashion accessories,38.0,3.0,2021-11-25,20:01:00,Credit card,3.0,0.33,20,114.0,Thursday,11,2021,47
